,date,sp500,cpi,gdp,nasdaq,unrate,usdeur,usdgbp
2181,2022-10-14,3583.070068359375,297.863,26408.405,10744.0,3.6,0.9584100246429444,0.826259970664978
2182,2022-10-17,3677.949951171875,297.863,26408.405,11110.25,3.6,0.9584800004959106,0.8254600167274475
2183,2022-10-18,3719.97998046875,297.863,26408.405,11198.75,3.6,0.9748799800872804,0.8368800282478333
2184,2022-10-19,3695.159912109375,297.863,26408.405,11153.25,3.6,0.9817000031471252,0.838699996471405
2185,2022-10-20,3665.780029296875,297.863,26408.405,11090.75,3.6,0.983299970626831,0.8313900232315063
2186,2022-10-21,3752.75,297.863,26408.405,11358.5,3.6,0.9836599826812744,0.8321800231933594
2187,2022-10-24,3797.340087890625,297.863,26408.405,11478.75,3.6,0.995270013809204,0.8402699828147888
2188,2022-10-25,3859.110107421875,297.863,26408.405,11713.5,3.6,0.9966999888420104,0.8419100046157837
2189,2022-10-26,3830.60009765625,297.863,26408.405,11446.0,3.6,0.9967399835586548,0.8428999781608582
2190,2022-10-27,3807.300048828125,297.863,26408.405,11235.25,3.6,0.997439980506897,0.8446199893951416
2191,2022-10-28,3901.06005859375,297.863,26408.405,11587.0,3.6,0.9904599785804749,0.841159999370575
2192,2022-10-31,3871.97998046875,297.863,26408.405,11447.25,3.6,0.9856899976730348,0.8369399905204773
2193,2022-11-01,3856.10009765625,298.648,26408.405,11332.0,3.6,0.9773899912834167,0.8330900073051453
2194,2022-11-02,3759.68994140625,298.648,26408.405,10944.5,3.6,0.9820500016212464,0.8353000283241272
2195,2022-11-03,3719.889892578125,298.648,26408.405,10728.0,3.6,0.9783700108528136,0.8335999846458435
2196,2022-11-04,3770.550048828125,298.648,26408.405,10890.25,3.6,0.9803699851036072,0.8342400193214417
2197,2022-11-07,3806.800048828125,298.648,26408.405,11014.25,3.6,0.977999985218048,0.8295199871063232
2198,2022-11-08,3828.110107421875,298.648,26408.405,11094.25,3.6,0.987209975719452,0.830780029296875
2199,2022-11-09,3748.570068359375,298.648,26408.405,10830.75,3.6,0.9794999957084656,0.822160005569458
2200,2022-11-10,3956.3701171875,298.648,26408.405,11632.25,3.6,0.9811300039291382,0.8214600086212158
2201,2022-11-11,3992.929931640625,298.648,26408.405,11848.0,3.6,0.9796000123023988,0.8218700289726257
2202,2022-11-14,3957.25,298.648,26408.405,11734.75,3.6,0.9745299816131592,0.8160499930381775
