,gdp_us,gdp_uk,gdp_jp,gdp_ez,unrate_us,unrate_uk,unrate_jp,unrate_ez,m0_us,m0_jp,m0_ez,ir_us,ir_uk,ir_deposit_ez,ir_lending_ez,ir_MRO_ez,ir_jp
2009-06-18,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-19,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-20,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-21,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-22,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-23,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-24,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-25,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-26,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-27,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-28,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-29,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,1021015.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-06-30,14381.236,386564.0,497869.4,2307541.8,9.5,7.9,5.4,9.7,1683700.0,939461,999984.0,0.21,"0,5",0.25,1.75,1.0,0.3
2009-07-01,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-02,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-03,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-04,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-05,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-06,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-07,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-08,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-09,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-10,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-11,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-12,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-13,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-14,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-15,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-16,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-17,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-18,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-19,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-20,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-21,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-22,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-23,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-24,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-25,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-26,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-27,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-28,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-29,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-30,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,999984.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-07-31,14448.882,388624.0,493589.3,2317591.2,9.5,7.9,5.7,9.8,1673600.0,932828,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-01,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-02,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-03,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-04,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-05,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-06,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-07,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-08,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-09,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-10,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-11,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-12,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-13,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-14,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-15,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-16,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-17,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-18,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-19,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-20,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-21,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-22,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-23,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-24,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-25,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-26,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-27,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-28,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-29,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-30,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1102021.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-08-31,14448.882,388624.0,493589.3,2317591.2,9.6,7.8,5.7,9.9,1710800.0,937550,1172804.0,0.16,"0,5",0.25,1.75,1.0,0.3
2009-09-01,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-02,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-03,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-04,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-05,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-06,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-07,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-08,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-09,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-10,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-11,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-12,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-13,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-14,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-15,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-16,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-17,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-18,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-19,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-20,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-21,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-22,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-23,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-24,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-25,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-26,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-27,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-28,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-29,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1172804.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-09-30,14448.882,388624.0,493589.3,2317591.2,9.8,7.9,5.6,10.0,1801200.0,935132,1122684.0,0.15,"0,5",0.25,1.75,1.0,0.3
2009-10-01,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-02,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-03,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-04,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-05,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-06,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-07,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-08,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-09,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-10,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-11,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-12,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-13,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-14,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-15,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-16,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-17,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-18,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-19,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-20,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-21,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-22,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-23,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-24,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-25,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-26,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-27,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-28,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-29,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-30,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1122684.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-10-31,14651.249,386875.0,496510.0,2333311.7,10.0,7.8,5.5,10.1,1936300.0,937014,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-01,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-02,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-03,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-04,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-05,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-06,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-07,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-08,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-09,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-10,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-11,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-12,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-13,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-14,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-15,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-16,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-17,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-18,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-19,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-20,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-21,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-22,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-23,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-24,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-25,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-26,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-27,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-28,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
2009-11-29,14651.249,386875.0,496510.0,2333311.7,9.9,7.8,5.5,10.1,2024600.0,936268,1093090.0,0.12,"0,5",0.25,1.75,1.0,0.3
